issn,jn_title,oa_type,apc_currency,apc
1134-5934,Psiquiatria Biologica,Hybrid,EUR,1500
0193-953X,Psychiatric Clinics of North America,Hybrid,USD,3000
0165-1781,Psychiatry Research,Hybrid,USD,2900
0925-4927,Psychiatry Research: Neuroimaging,Hybrid,USD,2700
1420-2530,Psychologie du travail et des organisations,Hybrid,EUR,1500
0033-2984,Psychologie française,Hybrid,USD,3000
1469-0292,Psychology of Sport & Exercise,Hybrid,USD,2150
0306-4530,Psychoneuroendocrinology,Hybrid,USD,3350
0033-3182,Psychosomatics,Hybrid,USD,3000
0033-3506,Public Health,Hybrid,USD,2800
0363-8111,Public Relations Review,Hybrid,USD,1800
1094-5539,Pulmonary Pharmacology & Therapeutics,Hybrid,USD,3000
1062-9769,Quarterly Review of Economics and Finance,Hybrid,USD,1800
1871-1014,Quaternary Geochronology,Hybrid,USD,2650
1040-6182,Quaternary International,Hybrid,USD,3300
2666-0334,Quaternary Science Advances,Open Access,USD,1600
0277-3791,Quaternary Science Reviews,Hybrid,USD,3200
1350-4487,Radiation Measurements,Hybrid,USD,2200
0969-806X,Radiation Physics and Chemistry,Hybrid,USD,2200
1078-8174,Radiography,Hybrid,USD,2500
0033-8338,Radiologia,Hybrid,USD,3000
0033-8389,Radiologic Clinics of North America,Hybrid,USD,3000
1930-0433,Radiology Case Reports,Open Access,USD,500
2173-5107,Radiología (English Edition),Hybrid,USD,3000
0167-8140,Radiotherapy and Oncology,Hybrid,EUR,2000
1550-7424,Rangeland Ecology & Management,Hybrid,USD,2500
0190-0528,Rangelands,Hybrid,USD,1500
2352-3093,REACH,Hybrid,USD,2200
1381-5148,Reactive and Functional Polymers,Hybrid,USD,2500
2605-1532,REC: CardioClinics,Hybrid,EUR,1500
2213-2317,Redox Biology,Open Access,USD,2850
2352-3204,Regenerative Therapy,Open Access,USD,1100
0166-0462,Regional Science and Urban Economics,Hybrid,USD,1800
2352-4855,Regional Studies in Marine Science,Hybrid,USD,1800
0273-2300,Regulatory Toxicology and Pharmacology,Hybrid,USD,2900
0048-7120,Rehabilitación,Hybrid,USD,3000
0951-8320,Reliability Engineering and System Safety,Hybrid,USD,2900
2352-9385,Remote Sensing Applications: Society and Environment,Hybrid,USD,1700
0034-4257,Remote Sensing of Environment,Hybrid,USD,3800
1364-0321,Renewable and Sustainable Energy Reviews,Hybrid,USD,3750
0960-1481,Renewable Energy,Hybrid,USD,3000
1755-0084,Renewable Energy Focus,Hybrid,USD,1400
1507-1367,Reports of Practical Oncology & Radiotherapy,Hybrid,EUR,1500
0034-4877,Reports on Mathematical Physics,Hybrid,USD,3000
1642-431X,Reproductive Biology,Hybrid,USD,3000
2405-6618,Reproductive Biomedicine & Society Online,Open Access,EUR,1450
1472-6483,Reproductive BioMedicine Online,Hybrid,USD,2750
0890-6238,Reproductive Toxicology,Hybrid,USD,3400
1052-0457,Research in Accounting Regulation,Hybrid,USD,1100
1750-9467,Research in Autism Spectrum Disorders,Hybrid,USD,2200
0891-4222,Research in Developmental Disabilities,Hybrid,USD,2450
1090-9443,Research in Economics,Hybrid,USD,1200
2590-051X,Research in Globalization,Open Access,USD,1100
0275-5319,Research in International Business and Finance,Hybrid,USD,1100
0923-2508,Research in Microbiology,Hybrid,USD,1950
0191-3085,Research in Organizational Behavior,Hybrid,USD,1800
1551-7411,Research in Social and Administrative Pharmacy,Hybrid,USD,2700
0276-5624,Research in Social Stratification and Mobility,Hybrid,USD,1300
2210-5395,Research in Transportation Business & Management,Hybrid,USD,1100
0739-8859,Research in Transportation Economics,Hybrid,USD,1300
0034-5288,Research in Veterinary Science,Hybrid,USD,2600
0048-7333,Research Policy,Hybrid,USD,2400
2590-1451,Research Policy: X,Open Access,USD,2400
0928-7655,Resource and Energy Economics,Hybrid,USD,1100
0301-4207,Resources Policy,Hybrid,USD,1300
2590-289X,"Resources, Conservation & Recycling: X",Open Access,USD,3500
2212-5345,Respiratory Investigation,Hybrid,USD,3000
2213-0071,Respiratory Medicine Case Reports,Open Access,USD,600
2590-1435,Respiratory Medicine: X,Open Access,USD,3500
1569-9048,Respiratory Physiology & Neurobiology,Hybrid,USD,3000
2590-0374,Results in Applied Mathematics,Open Access,USD,500
2211-7156,Results in Chemistry,Open Access,USD,425
2590-1230,Results in Engineering,Open Access,USD,425
2590-048X,Results in Materials,Open Access,USD,850
2211-3797,Results in Physics,Open Access,USD,1000
0300-9572,Resuscitation,Hybrid,USD,3300
1699-258X,Reumatologia Clinica,Hybrid,EUR,1800
2173-5743,Reumatología clínica (English Edition),Hybrid,EUR,3000
1094-2025,Review of Economic Dynamics,Hybrid,USD,1100
0034-6667,Review of Palaeobotany and Palynology,Hybrid,USD,3300
2405-4283,Reviews in Physics,Open Access,USD,1500
2212-0211,Reviews in Vascular Medicine,Hybrid,USD,1700
2013-5246,Revista Científica de la Sociedad Española de Enfermería Neurológica,Hybrid,USD,3000
0014-2565,Revista clinica espanola,Hybrid,EUR,2000
2254-8874,Revista Clínica Española (English Edition),Hybrid,EUR,2000
0120-8845,Revista Colombiana de Ortopedia y Traumatología,Hybrid,USD,3000
0034-7450,Revista Colombiana de Psiquiatría,Hybrid,USD,3000
0121-8123,Revista Colombiana de Reumatologia,Hybrid,USD,3000
0214-4603,"Revista de Logopedia, Foniatría y Audiología",Hybrid,EUR,1500
1888-9891,Revista de psiquiatría y salud mental (Barcelona),Hybrid,USD,3000
2173-5050,Revista de psiquiatría y salud mental (English Edition),Hybrid,USD,3000
0214-1582,Revista de Senología y Patología Mamaria,Hybrid,USD,3000
1888-4008,Revista del Laboratorio Clinico,Hybrid,USD,3000
1888-4415,Revista Espanola de Cirugia Ortopedica y Traumatologia,Hybrid,USD,3000
0211-139X,Revista Espanola de Geriatria y Gerontologia,Hybrid,USD,3000
1699-8855,Revista Espanola de Patologia,Hybrid,USD,3000
0034-9356,Revista Española de Anestesiología y Reanimación,Hybrid,USD,3000
0300-8932,Revista Española de Cardiología,Hybrid,USD,3000
1885-5857,Revista Española de Cardiología (English Edition),Hybrid,USD,3000
1988-8856,"Revista española de cirugía ortopédica y traumatología (Englishedition)",Hybrid,USD,3000
0377-4732,Revista Española de Medicina Legal,Hybrid,USD,3000
2253-654X,Revista Española de Medicina Nuclear e Imagen Molecular,Hybrid,USD,3000
2253-8089,"Revista Española de Medicina Nuclear e Imagen Molecular (EnglishEdition)",Hybrid,USD,3000
1130-1406,Revista Iberoamericana de Micologia,Hybrid,USD,3000
1887-8369,Revista Internacional de Acupuntura,Hybrid,EUR,1500
1698-031X,Revista Internacional de Andrología,Hybrid,USD,3000
0870-2551,Revista Portuguesa de Cardiologia,Open Access,USD,3000
2174-2049,Revista Portuguesa de Cardiologia (English Edition),Open Access,USD,3000
0398-7620,Revue d'Epidemiologie et de Santé Publique,Hybrid,EUR,1500
1877-0517,Revue de Chirurgie Orthopedique et Traumatologique,Hybrid,EUR,2600
0035-1598,Revue de micropaléontologie,Hybrid,USD,2950
0761-8425,Revue des Maladies Respiratoires,Hybrid,USD,3000
1766-7313,Revue du podologue,Hybrid,USD,3000
1169-8330,Revue du rhumatisme,Hybrid,EUR,2600
1878-6227,Revue du Rhumatisme monographies,Hybrid,USD,3000
1162-9088,Revue européenne de psychologie appliquée,Hybrid,EUR,3000
1876-2204,Revue Francophone d'Orthoptie,Hybrid,USD,3000
1877-0320,Revue Française d'Allergologie,Hybrid,EUR,1500
0035-3787,Revue Neurologique,Hybrid,EUR,1500
2214-5672,Revue vétérinaire Clinique,Hybrid,USD,3000
0889-857X,Rheumatic Disease Clinics of North America,Hybrid,USD,3000
2452-2198,Rhizosphere,Hybrid,USD,2000
0921-8890,Robotics and Autonomous Systems,Hybrid,USD,3300
0736-5845,Robotics and Computer-Integrated Manufacturing,Hybrid,USD,3100
0304-3479,Russian Literature,Hybrid,USD,1100
0925-7535,Safety Science,Hybrid,USD,2100
0956-5221,Scandinavian Journal of Management,Hybrid,USD,1800
0920-9964,Schizophrenia Research,Hybrid,USD,3250
2215-0013,Schizophrenia Research: Cognition,Open Access,USD,2100
1355-0306,Science & Justice,Hybrid,USD,3000
2095-9273,Science Bulletin,Hybrid,USD,2500
0765-1597,Science et Sports,Hybrid,EUR,2000
0167-6423,Science of Computer Programming,Hybrid,USD,1650
2666-0172,Science of Remote Sensing,Open Access,USD,875
0048-9697,Science of the Total Environment,Hybrid,USD,3400
0304-4238,Scientia Horticulturae,Hybrid,USD,2650
1359-6462,Scripta Materialia,Hybrid,USD,3000
0037-0738,Sedimentary Geology,Hybrid,USD,3300
1059-1311,Seizure: European Journal of Epilepsy,Hybrid,USD,2200
0049-0172,Seminars in Arthritis and Rheumatism,Hybrid,USD,3550
1045-4527,Seminars in Arthroplasty,Hybrid,USD,2500
1044-579X,Seminars in Cancer Biology,Hybrid,USD,3450
1084-9521,Seminars in Cell and Developmental Biology,Hybrid,USD,3800
1043-1489,Seminars in Colon and Rectal Surgery,Hybrid,USD,1700
0740-2570,Seminars in Diagnostic Pathology,Hybrid,USD,2500
1744-165X,Seminars in Fetal and Neonatal Medicine,Hybrid,USD,2500
0037-1963,Seminars in Hematology,Hybrid,USD,3000
1044-5323,Seminars in Immunology,Hybrid,USD,3900
0270-9295,Seminars in Nephrology,Hybrid,USD,2650
0001-2998,Seminars in Nuclear Medicine,Hybrid,USD,3200
0093-7754,Seminars in Oncology,Hybrid,USD,3250
0749-2081,Seminars in Oncology Nursing,Hybrid,USD,2500
1073-8746,Seminars in Orthodontics,Hybrid,USD,2500
1071-9091,Seminars in Pediatric Neurology,Hybrid,USD,2500
1055-8586,Seminars in Pediatric Surgery,Hybrid,USD,2500
0146-0005,Seminars in Perinatology,Hybrid,USD,2500
1053-4296,Seminars in Radiation Oncology,Hybrid,USD,2500
0037-198X,Seminars in Roentgenology,Hybrid,USD,2500
1040-7383,Seminars in Spine Surgery,Hybrid,USD,2500
1043-0679,Seminars in Thoracic and Cardiovascular Surgery,Hybrid,USD,1700
1092-9126,"Seminars in Thoracic and Cardiovascular Surgery: Pediatric CardiacSurgery Annual",Hybrid,USD,2500
0887-2171,"Seminars in Ultrasound, CT, and MRI",Hybrid,USD,2500
0895-7967,Seminars in Vascular Surgery,Hybrid,USD,1700
2214-1804,Sensing and Bio-Sensing Research,Open Access,USD,800
0924-4247,Sensors & Actuators: A. Physical,Hybrid,USD,3400
0925-4005,Sensors & Actuators: B. Chemical,Hybrid,USD,3300
2666-0539,Sensors and Actuators Reports,Open Access,USD,800
1383-5866,Separation and Purification Technology,Hybrid,USD,2600
1158-1360,Sexologies,Hybrid,EUR,1500
1877-5756,Sexual & Reproductive Healthcare,Hybrid,USD,2500
2050-1161,Sexual Medicine,Open Access,USD,2500
2050-0521,Sexual Medicine Reviews,Hybrid,USD,2500
0165-1684,Signal Processing,Hybrid,USD,2400
0923-5965,Signal Processing: Image Communication,Hybrid,USD,2400
1569-190X,Simulation Modelling Practice and Theory,Hybrid,USD,1750
1556-407X,Sleep Medicine Clinics,Hybrid,USD,3000
1087-0792,Sleep Medicine Reviews,Hybrid,USD,3450
2590-1427,Sleep Medicine: X,Open Access,EUR,3360
0921-4488,Small Ruminant Research,Hybrid,USD,2500
2352-6483,Smart Health,Hybrid,USD,1500
0378-8733,Social Networks,Hybrid,USD,2150
0277-9536,Social Science & Medicine,Hybrid,USD,3250
0049-089X,Social Science Research,Hybrid,USD,2000
2590-2911,Social Sciences & Humanities Open,Open Access,USD,500
0038-0121,Socio-Economic Planning Sciences,Hybrid,USD,1800
2666-2221,Soft Computing Letters,Open Access,USD,300
2665-9638,Software Impacts,Open Access,USD,250
2352-7110,SoftwareX,Open Access,USD,500
0167-1987,Soil & Tillage Research,Hybrid,USD,2750
0038-0717,Soil Biology and Biochemistry,Hybrid,USD,3550
0267-7261,Soil Dynamics and Earthquake Engineering,Hybrid,USD,2650
0038-0814,Soins,Hybrid,USD,3000
1770-9857,Soins Aides-soignantes,Hybrid,USD,3000
0241-6972,Soins Psychiatrie,Hybrid,USD,3000
1259-4792,Soins Pédiatrie/Puériculture,Hybrid,USD,3000
0038-092X,Solar Energy,Hybrid,USD,3300
0927-0248,Solar Energy Materials and Solar Cells,Hybrid,USD,3450
0038-1098,Solid State Communications,Hybrid,USD,2200
0038-1101,Solid State Electronics,Hybrid,USD,2200
0167-2738,Solid State Ionics,Hybrid,USD,2350
0926-2040,Solid State Nuclear Magnetic Resonance,Hybrid,USD,3300
1293-2558,Solid State Sciences,Hybrid,USD,2200
0254-6299,South African Journal of Botany,Hybrid,USD,2750
1026-9185,South African Journal of Chemical Engineering,Open Access,USD,800
0265-9646,Space Policy,Hybrid,USD,2500
1752-9298,Space Research Today,Hybrid,USD,3000
1877-5845,Spatial and Spatio-temporal Epidemiology,Hybrid,USD,1100
2211-6753,Spatial Statistics,Hybrid,USD,2500
1386-1425,"Spectrochimica Acta Part A: Molecular and BiomolecularSpectroscopy",Hybrid,USD,3050
0584-8547,Spectrochimica Acta Part B: Atomic Spectroscopy,Hybrid,USD,3300
0167-6393,Speech Communication,Hybrid,USD,2400
2212-134X,Spine Deformity,Hybrid,USD,3000
1441-3523,Sport Management Review,Hybrid,USD,1100
0949-328X,Sports Orthopaedics and Traumatology,Hybrid,USD,1700
2352-8273,SSM - Population Health,Open Access,USD,1450
0167-7152,Statistics and Probability Letters,Hybrid,USD,2000
2213-6711,Stem Cell Reports,Open Access,USD,3800
1873-5061,Stem Cell Research,Open Access,USD,2100
0039-128X,Steroids,Hybrid,USD,3000
0304-4149,Stochastic Processes and their Applications,Hybrid,USD,900
0954-349X,Structural Change and Economic Dynamics,Hybrid,USD,1100
0167-4730,Structural Safety,Hybrid,USD,2750
0969-2126,Structure,Hybrid,USD,5200
2352-0124,Structures,Hybrid,USD,2500
0191-491X,Studies in Educational Evaluation,Hybrid,USD,1950
1369-8486,Studies in History and Philosophy of Biol & Biomed Sci,Hybrid,USD,1100
1355-2198,Studies in History and Philosophy of Modern Physics,Hybrid,USD,1800
0039-3681,Studies in History and Philosophy of Science,Hybrid,USD,1800
0166-0616,Studies in Mycology,Open Access,USD,1000
0749-6036,Superlattices and Microstructures,Hybrid,USD,2500
0257-8972,Surface & Coatings Technology,Hybrid,USD,2950
0039-6028,Surface Science,Hybrid,USD,2900
0167-5729,Surface Science Reports,Hybrid,USD,2200
0039-6060,Surgery,Hybrid,USD,3200
0263-9319,Surgery (Oxford),Hybrid,USD,3000
1550-7289,Surgery for Obesity and Related Diseases,Hybrid,USD,3400
2666-2620,Surgery in Practice and Science,Open Access,USD,2100
2589-8450,Surgery Open Science,Open Access,USD,1400
0039-6109,Surgical Clinics of North America,Hybrid,USD,3000
0960-7404,Surgical Oncology,Hybrid,USD,2500
1055-3207,Surgical Oncology Clinics of North America,Hybrid,USD,3000
1875-9181,Surgical Pathology Clinics,Hybrid,USD,3000
0039-6257,Survey of Ophthalmology,Hybrid,USD,2500
2352-5541,Sustainable Chemistry and Pharmacy,Hybrid,USD,1800
2210-6707,Sustainable Cities and Society,Hybrid,USD,2600
2210-5379,Sustainable Computing: Informatics and Systems,Hybrid,USD,2150
2213-1388,Sustainable Energy Technologies and Assessments,Hybrid,USD,2500
2352-4677,"Sustainable Energy, Grids and Networks",Hybrid,USD,2000
2666-1888,Sustainable Futures,Open Access,USD,700
2214-9937,Sustainable Materials and Technologies,Hybrid,USD,1100
2352-5509,Sustainable Production and Consumption,Hybrid,USD,3000
2210-6502,Swarm and Evolutionary Computation,Hybrid,USD,2400
2213-7130,Synergy,Hybrid,USD,1800
2405-805X,Synthetic and Systems Biotechnology,Open Access,USD,735
0379-6779,Synthetic Metals,Hybrid,USD,3300
0346-251X,System,Hybrid,USD,1800
0723-2020,Systematic and Applied Microbiology,Hybrid,USD,2650
0167-6911,Systems & Control Letters,Hybrid,USD,2400
0039-9140,Talanta,Hybrid,USD,2950
1557-3087,Teaching and Learning in Nursing,Hybrid,USD,3000
0742-051X,Teaching and Teacher Education,Hybrid,USD,1200
2405-6324,Technical Innovations & Patient Support in Radiation Oncology,Open Access,EUR,1325
1096-2883,Techniques in Gastrointestinal Endoscopy,Hybrid,USD,2500
1089-2516,Techniques in Vascular and Interventional Radiology,Hybrid,USD,2500
0040-1625,Technological Forecasting & Social Change,Hybrid,USD,1300
0160-791X,Technology in Society,Hybrid,USD,1800
0166-4972,Technovation,Hybrid,USD,1800
0040-1951,Tectonophysics,Hybrid,USD,3150
0308-5961,Telecommunications Policy,Hybrid,USD,1800
0736-5853,Telematics and Informatics,Hybrid,USD,2400
0040-4020,Tetrahedron,Hybrid,USD,2450
0040-4039,Tetrahedron Letters,Hybrid,USD,2450
0002-9149,The American Journal of Cardiology,Hybrid,USD,3200
1064-7481,The American Journal of Geriatric Psychiatry,Hybrid,USD,3300
0002-9297,The American Journal of Human Genetics,Hybrid,USD,5000
0002-9343,The American Journal of Medicine,Hybrid,USD,3950
0002-9440,The American Journal of Pathology,Hybrid,USD,3000
0002-9610,The American Journal of Surgery,Hybrid,USD,2400
0002-9629,The American Journal of the Medical Sciences,Hybrid,USD,3000
0003-4975,The Annals of Thoracic Surgery,Hybrid,USD,3000
0197-4556,The Arts in Psychotherapy,Hybrid,USD,1800
0960-9776,The Breast,Hybrid,USD,3100
0890-8389,The British Accounting Review,Hybrid,USD,1800
2468-2330,The Cell Surface,Open Access,USD,2500
1040-6190,The Electricity Journal,Hybrid,USD,2500
2214-790X,The Extractive Industries and Society,Hybrid,USD,3300
0958-2592,The Foot,Hybrid,USD,2350
1472-8117,The International Journal of Management Education,Hybrid,USD,1100
1096-7516,The Internet and Higher Education,Hybrid,USD,1800
1555-4155,The Journal for Nurse Practitioners,Hybrid,USD,2500
0099-1333,The Journal of Academic Librarianship,Hybrid,USD,1300
0091-6749,The Journal of Allergy and Clinical Immunology,Hybrid,USD,3550
2213-2198,The Journal of Allergy and Clinical Immunology: In Practice,Hybrid,USD,3400
0883-5403,The Journal of Arthroplasty,Hybrid,USD,3050
0021-9614,The Journal of Chemical Thermodynamics,Hybrid,USD,2600
1703-4949,The Journal of Economic Asymmetries,Hybrid,USD,2700
1532-3382,The Journal of Evidence-Based Dental Practice,Hybrid,USD,2500
2405-9188,The Journal of Finance and Data Science,Open Access,USD,350
1067-2516,The Journal of Foot and Ankle Surgery,Hybrid,USD,3000
1525-1578,The Journal of Molecular Diagnostics,Hybrid,USD,3000
0955-2863,The Journal of Nutritional Biochemistry,Hybrid,USD,3400
1526-5900,The Journal of Pain,Hybrid,USD,3500
2590-0420,The Journal of Pediatrics: X,Open Access,USD,3750
0022-3913,The Journal of Prosthetic Dentistry,Hybrid,USD,3000
1743-6095,The Journal of Sexual Medicine,Hybrid,USD,2625
0885-985X,The Journal of Social Studies Research,Hybrid,USD,3000
0896-8446,The Journal of Supercritical Fluids,Hybrid,USD,2500
0164-1212,The Journal of Systems & Software,Hybrid,USD,1600
0002-8177,The Journal of the American Dental Association,Hybrid,USD,2500
2212-828X,The Journal of the Economics of Ageing,Hybrid,USD,1100
0022-5223,The Journal of Thoracic and Cardiovascular Surgery,Hybrid,USD,2750
0022-5347,The Journal of Urology,Hybrid,USD,3000
0968-0160,The Knee,Hybrid,USD,2500
0140-6736,The Lancet,Hybrid,USD,5000
2213-8587,The Lancet Diabetes & Endocrinology,Hybrid,USD,5000
2214-109X,The Lancet Global Health,Open Access,USD,5000
2352-3026,The Lancet Haematology,Hybrid,USD,5000
2352-3018,The Lancet HIV,Hybrid,USD,5000
1473-3099,The Lancet Infectious Diseases,Hybrid,USD,5000
1474-4422,The Lancet Neurology,Hybrid,USD,5000
1470-2045,The Lancet Oncology,Hybrid,USD,5000
2542-5196,The Lancet Planetary Health,Open Access,USD,5000
2215-0366,The Lancet Psychiatry,Hybrid,USD,5000
2468-2667,The Lancet Public Health,Open Access,USD,5000
2213-2600,The Lancet Respiratory Medicine,Hybrid,USD,5000
1048-9843,The Leadership Quarterly,Hybrid,USD,1800
1542-0124,The Ocular Surface,Hybrid,USD,3000
0031-3955,The Pediatric Clinics of North America,Hybrid,USD,3000
1529-9430,The Spine Journal,Hybrid,USD,3150
1479-666X,The Surgeon,Hybrid,USD,2500
1090-0233,The Veterinary Journal,Hybrid,USD,3250
0167-8442,Theoretical and Applied Fracture Mechanics,Hybrid,USD,2500
2095-0349,Theoretical and Applied Mechanics Letters,Open Access,USD,1000
0304-3975,Theoretical Computer Science,Hybrid,USD,1700
0040-5809,Theoretical Population Biology,Hybrid,USD,2200
0040-5957,Therapies,Hybrid,EUR,1500
0093-691X,Theriogenology,Hybrid,USD,2650
0040-6031,Thermochimica Acta,Hybrid,USD,2600
0040-6090,Thin Solid Films,Hybrid,USD,2900
0263-8231,Thin-Walled Structures,Hybrid,USD,2500
1871-1871,Thinking Skills and Creativity,Hybrid,USD,1300
1547-4127,Thoracic Surgery Clinics,Hybrid,USD,3000
0049-3848,Thrombosis Research,Hybrid,USD,3150
1877-959X,Ticks and Tick-borne Diseases,Hybrid,USD,2350
0040-8166,Tissue and Cell,Hybrid,USD,3000
1938-9736,Topics in Companion Animal Medicine,Hybrid,USD,3000
0166-8641,Topology and its Applications,Hybrid,USD,1500
0261-5177,Tourism Management,Hybrid,USD,2100
2211-9736,Tourism Management Perspectives,Hybrid,USD,1800
2352-0078,Toxicologie Analytique et Clinique,Hybrid,EUR,1500
0300-483X,Toxicology,Hybrid,USD,3200
0041-008X,Toxicology and Applied Pharmacology,Hybrid,USD,3900
0887-2333,Toxicology in Vitro,Hybrid,USD,2900
0378-4274,Toxicology Letters,Hybrid,USD,3200
2214-7500,Toxicology Reports,Open Access,USD,1700
2590-1710,Toxicon: X,Open Access,USD,3300
1473-0502,Transfusion and Apheresis Science,Hybrid,USD,2500
1246-7820,Transfusion clinique et biologique,Hybrid,EUR,1500
0887-7963,Transfusion Medicine Reviews,Hybrid,USD,2950
1936-5233,Translational Oncology,Open Access,USD,2300
1931-5244,Translational Research,Hybrid,USD,3150
2214-854X,Translational Research in Anatomy,Open Access,USD,1900
0966-3274,Transplant Immunology,Hybrid,USD,3000
0041-1345,Transplantation Proceedings,Hybrid,USD,2500
2451-9596,Transplantation Reports,Open Access,USD,1800
0955-470X,Transplantation Reviews,Hybrid,USD,2000
0967-070X,Transport Policy,Hybrid,USD,2000
2214-3912,Transportation Geotechnics,Hybrid,USD,2500
2590-1982,Transportation Research Interdisciplinary Perspectives,Open Access,USD,1100
0965-8564,Transportation Research Part A,Hybrid,USD,2050
0191-2615,Transportation Research Part B,Hybrid,USD,1800
0968-090X,Transportation Research Part C,Hybrid,USD,2100
1361-9209,Transportation Research Part D,Hybrid,USD,2050
1366-5545,Transportation Research Part E,Hybrid,USD,1800
1369-8478,Transportation Research Part F: Psychology and Behaviour,Hybrid,USD,1900
2352-6440,Trauma Case Reports,Open Access,USD,700
2214-367X,Travel Behaviour and Society,Hybrid,USD,1800
1477-8939,Travel Medicine and Infectious Disease,Hybrid,USD,2500
2210-8440,Trends in Anaesthesia and Critical Care,Hybrid,USD,2500
0165-9936,Trends in Analytical Chemistry,Hybrid,USD,3650
0968-0004,Trends in Biochemical Sciences,Hybrid,USD,4000
0167-7799,Trends in Biotechnology,Hybrid,USD,4000
2405-8033,Trends in Cancer,Hybrid,USD,4000
1050-1738,Trends in Cardiovascular Medicine,Hybrid,USD,2850
0962-8924,Trends in Cell Biology,Hybrid,USD,4000
1364-6613,Trends in Cognitive Sciences,Hybrid,USD,4000
0169-5347,Trends in Ecology & Evolution,Hybrid,USD,4000
1043-2760,Trends in Endocrinology & Metabolism,Hybrid,USD,4000
2214-1588,Trends in Environmental Analytical Chemistry,Hybrid,USD,2600
0924-2244,Trends in Food Science & Technology,Hybrid,USD,3250
0168-9525,Trends in Genetics,Hybrid,USD,4000
1471-4906,Trends in Immunology,Hybrid,USD,4000
0966-842X,Trends in Microbiology,Hybrid,USD,4000
1471-4914,Trends in Molecular Medicine,Hybrid,USD,4000
2211-9493,Trends in Neuroscience and Education,Hybrid,USD,1700
0166-2236,Trends in Neurosciences,Hybrid,USD,4000
1471-4922,Trends in Parasitology,Hybrid,USD,4000
0165-6147,Trends in Pharmacological Sciences,Hybrid,USD,4000
1360-1385,Trends in Plant Science,Hybrid,USD,4000
0301-679X,Tribology International,Hybrid,USD,3150
1472-9792,Tuberculosis,Hybrid,USD,2650
0886-7798,"Tunnelling and Underground Space Technology incorporatingTrenchless Technology Research",Hybrid,USD,2650
0304-3991,Ultramicroscopy,Hybrid,USD,3050
0041-624X,Ultrasonics,Hybrid,USD,2800
1350-4177,Ultrasonics Sonochemistry,Hybrid,USD,2200
0301-5629,Ultrasound in Medicine & Biology,Hybrid,USD,1500
2212-0955,Urban Climate,Hybrid,USD,3300
1618-8667,Urban Forestry & Urban Greening,Hybrid,USD,1750
0094-0143,Urologic Clinics of North America,Hybrid,USD,3000
1078-1439,Urologic Oncology: Seminars and Original Investigations,Hybrid,USD,3150
0090-4295,Urology,Hybrid,USD,3000
2214-4420,Urology Case Reports,Open Access,USD,650
2590-0897,Urology Video Journal,Open Access,USD,750
0957-1787,Utilities Policy,Hybrid,USD,2600
0264-410X,Vaccine,Hybrid,USD,2450
2590-1362,Vaccine: X,Open Access,USD,1225
1576-9887,Vacunas: investigación y práctica,Hybrid,EUR,1500
0042-207X,Vacuum,Hybrid,USD,2200
1098-3015,Value in Health,Hybrid,USD,2850
2212-1099,Value in Health Regional Issues,Hybrid,USD,1500
1537-1891,Vascular Pharmacology,Hybrid,USD,3200
2214-2096,Vehicular Communications,Hybrid,USD,2850
2451-943X,Veterinary and Animal Science,Open Access,USD,1500
0749-0739,Veterinary Clinics of North America: Equine Practice,Hybrid,USD,3000
1094-9194,Veterinary Clinics of North America: Exotic Animal Practice,Hybrid,USD,3000
0749-0720,Veterinary Clinics of North America: Food Animal Practice,Hybrid,USD,3000
0195-5616,Veterinary Clinics of North America: Small Animal Practice,Hybrid,USD,3000
0165-2427,Veterinary Immunology and Immunopathology,Hybrid,USD,3450
0378-1135,Veterinary Microbiology,Hybrid,USD,3650
2405-9390,Veterinary Parasitology: Regional Studies and Reports,Hybrid,USD,2000
2590-1389,Veterinary Parasitology: X,Open Access,USD,3200
0924-2031,Vibrational Spectroscopy,Hybrid,USD,2600
2468-4481,VideoGIE,Open Access,USD,1200
0042-6822,Virology,Hybrid,USD,2400
0168-1702,Virus Research,Hybrid,USD,2900
0042-6989,Vision Research,Hybrid,USD,2350
2405-4690,Visual Journal of Emergency Medicine,Hybrid,USD,500
1634-0760,Vocation sage-femme,Hybrid,USD,3000
0956-053X,Waste Management,Hybrid,USD,3300
0043-1354,Water Research,Hybrid,USD,3750
2589-9147,Water Research X,Open Access,USD,1875
2212-4284,Water Resources and Economics,Hybrid,USD,2950
2212-3717,Water Resources and Industry,Open Access,USD,2700
0165-2125,Wave Motion,Hybrid,USD,2200
0043-1648,Wear,Hybrid,USD,3150
2212-0947,Weather and Climate Extremes,Open Access,USD,1950
1080-6032,Wilderness & Environmental Medicine,Hybrid,USD,3000
1871-5192,Women and Birth,Hybrid,USD,1700
1049-3867,Women's Health Issues,Hybrid,USD,3000
0277-5395,Women's Studies International Forum,Hybrid,USD,1300
1939-4551,World Allergy Organization Journal,Open Access,USD,2300
0305-750X,World Development,Hybrid,USD,2600
2452-2929,World Development Perspectives,Hybrid,USD,1100
1003-5257,World Journal of Acupuncture ? Moxibustion,Hybrid,USD,1000
2095-8811,World Journal of Otorhinolaryngology-Head and Neck Surgery,Open Access,USD,1500
2590-1397,World Neurosurgery: X,Open Access,USD,2600
0172-2190,World Patent Information,Hybrid,USD,1900
2213-9095,Wound Medicine,Hybrid,USD,1700
1865-9217,"Zeitschrift fuer Evidenz, Fortbildung und Qualitaet imGesundheitswesen",Hybrid,USD,1900
